,mean_2,var_2,og_var_2,p_val_2,mean_3,var_3,og_var_3,p_val_3,mc_type
hubers,6.051797925934489,0.024375736744125277,4.373475797432456,1.0,8.911236288093237,0.027910681014574387,6.174335782237927,1.0,min_max
norm,0.06641038568212712,2.2843854516884754e-05,0.07205907682068978,0.13373253493013973,0.07049205717784128,1.4191501264913982e-05,0.07484548631561713,0.13373253493013973,min_max
tss,5603.4880528452095,34136.195337866884,2505.5432030679203,1.0,4522.57836579902,24796.207472174337,1824.945357129551,1.0,min_max
hubers,4.195129630820947,0.006788091653118807,4.373475797432456,0.003992015968063872,6.1759055082550836,0.004276199247406266,6.174335782237927,0.6087824351297405,random_order
norm,0.07510185930198009,3.796434407810857e-05,0.07205907682068978,0.6826347305389222,0.07973785434608396,2.8438658527770052e-05,0.07484548631561713,0.8323353293413174,random_order
tss,2767.5138916691626,1142.0233732568556,2505.5432030679203,1.0,2263.258263974998,1198.5273082532663,1824.945357129551,1.0,random_order
hubers,4.267999887239407,0.03639097293137831,4.373475797432456,0.27944111776447106,6.205316965531074,0.05123792015568121,6.174335782237927,0.5449101796407185,pca_trans
norm,0.06643394103588554,5.400779416763361e-05,0.07205907682068978,0.21157684630738524,0.06766388258095066,3.892561115833679e-05,0.07484548631561713,0.12574850299401197,pca_trans
tss,2519.031265250288,28319.840664363346,2505.5432030679203,0.4930139720558882,1835.4742148914343,15988.31966836583,1824.945357129551,0.5229540918163673,pca_trans
hubers,5.525764673659989,0.016984536528877194,3.9821758849697684,1.0,8.091449335520943,0.024606557705339586,5.749739222171909,1.0,min_max
norm,0.07704872014429816,3.4958181496320516e-05,0.09328415444748747,0.005988023952095809,0.07846665756776695,1.7764499428935306e-05,0.08285839153835753,0.15169660678642716,min_max
tss,4564.8899587803035,20449.006743930913,1982.4029572800828,1.0,3687.54332642788,14573.639311561341,1480.146202385798,1.0,min_max
hubers,3.8282514119731608,0.014146884792985951,3.9821758849697684,0.01996007984031936,5.726118822822666,0.002960125570354677,5.749739222171909,0.37524950099800397,random_order
norm,0.08464564893497212,5.198930372470944e-05,0.09328415444748747,0.12974051896207583,0.08351683225239881,3.50684318890935e-05,0.08285839153835753,0.530938123752495,random_order
tss,2348.339267528042,447.0025070977824,1982.4029572800828,1.0,1927.2628492710478,758.2303537771767,1480.146202385798,1.0,random_order
hubers,4.007386059812021,0.04244650228383085,3.9821758849697684,0.5688622754491018,5.715681214625647,0.048657914969783944,5.749739222171909,0.4590818363273453,pca_trans
norm,0.08023469271948266,8.63995373222559e-05,0.09328415444748747,0.08383233532934131,0.07271609624742006,4.3768056002676846e-05,0.08285839153835753,0.06786427145708583,pca_trans
tss,1990.7534231485836,19973.6004445728,1982.4029572800828,0.5069860279441117,1472.3492840054882,10595.196141380471,1480.146202385798,0.4590818363273453,pca_trans
hubers,5.931896551623277,0.024421899043717707,4.364206787312306,1.0,8.714713188123413,0.028760646910713082,6.255093211024529,1.0,min_max
norm,0.07290051970810335,4.054129004119906e-05,0.08394234123210252,0.05788423153692615,0.07253388009513156,1.5530255906311226e-05,0.08090223714481327,0.015968063872255488,min_max
tss,5453.5042961419595,43399.500801108035,2307.230672557591,1.0,4558.33611719827,38746.23901231725,1629.3667784486856,1.0,min_max
hubers,4.0572989252351785,0.019261812017259055,4.364206787312306,0.001996007984031936,6.035710765475613,0.008303398757297669,6.255093211024529,0.001996007984031936,random_order
norm,0.07171316085368795,4.0287583436539426e-05,0.08394234123210252,0.029940119760479042,0.078169214404948,3.474577482198049e-05,0.08090223714481327,0.31736526946107785,random_order
tss,2715.0483191761905,6877.435193747276,2307.230672557591,1.0,2258.1505359792477,7637.829463925227,1629.3667784486856,1.0,random_order
hubers,4.219431221683461,0.03831267006205402,4.364206787312306,0.2315369261477046,6.081122878919492,0.049009980562375134,6.255093211024529,0.2215568862275449,pca_trans
norm,0.06956543106178376,6.168320189369877e-05,0.08394234123210252,0.031936127744510975,0.06854710018680055,3.990488361989265e-05,0.08090223714481327,0.04590818363273453,pca_trans
tss,2310.9237478079513,26236.544914411275,2307.230672557591,0.5049900199600799,1638.4540428289365,14334.879312155452,1629.3667784486856,0.5329341317365269,pca_trans
hubers,6.288759042820542,0.026888805911846045,4.416426652131158,1.0,9.22439293204389,0.037940815318404285,6.424114288171047,1.0,min_max
norm,0.06831749651400353,3.732900978983159e-05,0.05574372789605945,0.9800399201596807,0.06876180861963269,1.527588493056549e-05,0.05701431915531727,0.998003992015968,min_max
tss,6036.106583592507,64628.4632922215,2779.789991457372,1.0,4980.01733501438,58197.307620702326,2054.7826271737226,1.0,min_max
hubers,4.3173109452972165,0.013913554463146955,4.416426652131158,0.13572854291417166,6.410676998734031,0.008583213127906154,6.424114288171047,0.5588822355289421,random_order
norm,0.06447778380560333,3.7556244206160825e-05,0.05574372789605945,0.9421157684630739,0.07149199402854375,2.8682393544905564e-05,0.05701431915531727,0.9960079840319361,random_order
tss,3086.427568340214,6158.099612964925,2779.789991457372,1.0,2574.7736899111524,6667.388359325109,2054.7826271737226,1.0,random_order
hubers,4.433267826062087,0.04185134068021597,4.416426652131158,0.5508982035928144,6.437229356238672,0.05142465458694907,6.424114288171047,0.5389221556886228,pca_trans
norm,0.065106486514667,5.0220391090455644e-05,0.05574372789605945,0.9221556886227545,0.06552694919206596,2.9765048911654034e-05,0.05701431915531727,0.936127744510978,pca_trans
tss,2691.6078282823155,31523.824220954066,2779.789991457372,0.3153692614770459,1962.0772980953677,16566.816705400423,2054.7826271737226,0.2554890219560878,pca_trans
hubers,6.0224439019195035,0.021246207302700514,4.1567279282419465,1.0,8.857084491001581,0.03000363932874538,5.866670417063868,1.0,min_max
norm,0.0695823038072216,3.149022628106774e-05,0.06728213346610687,0.6586826347305389,0.07175345652599395,1.6715600073443445e-05,0.06685479312928085,0.8962075848303394,min_max
tss,5640.04450453148,47395.5630037739,2185.192154792999,1.0,4671.888183356036,41739.79084029211,1569.8348743265142,1.0,min_max
hubers,3.9663751257421116,0.01153403483488377,4.1567279282419465,0.001996007984031936,5.8728509394102195,0.006993163185857734,5.866670417063868,0.6067864271457086,random_order
norm,0.06972635708471354,4.064333908017785e-05,0.06728213346610687,0.6427145708582834,0.07489864648447371,3.6856498962163586e-05,0.06685479312928085,0.9121756487025948,random_order
tss,2591.6231400719967,4064.8719156424186,2185.192154792999,1.0,2179.3815150477403,4612.45003399094,1569.8348743265142,1.0,random_order
hubers,4.082780820833207,0.03473446923282518,4.1567279282419465,0.35728542914171657,5.8537757394516365,0.0435948493681117,5.866670417063868,0.47904191616766467,pca_trans
norm,0.071334604421585,5.8927653281807895e-05,0.06728213346610687,0.6786427145708582,0.07089991199757652,4.173268198933307e-05,0.06685479312928085,0.7125748502994012,pca_trans
tss,2093.3913993542847,19669.29274302121,2185.192154792999,0.249500998003992,1435.7764826868736,11123.520168822839,1569.8348743265142,0.09580838323353294,pca_trans
hubers,5.85585637576013,0.022219047865358485,4.0313941588495865,1.0,8.629868551721211,0.03247871154251841,5.792112878019055,1.0,min_max
norm,0.06781335671556919,2.818341686184095e-05,0.05732471515915647,0.9900199600798403,0.0721953117674621,1.643635975215976e-05,0.0697971489131453,0.718562874251497,min_max
tss,5381.357029279241,50025.44664604483,2348.147148738086,1.0,4439.894452561479,45810.00714255089,1727.0664162127764,1.0,min_max
hubers,3.9890425013936404,0.009477953450082063,4.0313941588495865,0.4251497005988024,5.910189127086034,0.006088169447918111,5.792112878019055,0.9221556886227545,random_order
norm,0.07290736108132598,4.470378075282305e-05,0.05732471515915647,0.9960079840319361,0.0776504641215596,3.6490959723710135e-05,0.0697971489131453,0.908183632734531,random_order
tss,2613.6568605563657,2905.7116816786697,2348.147148738086,1.0,2190.4771304528754,3400.0817390723005,1727.0664162127764,1.0,random_order
hubers,4.028352554594598,0.04037567134100311,4.0313941588495865,0.5588822355289421,5.885288610730353,0.045697610275515305,5.792112878019055,0.6846307385229541,pca_trans
norm,0.06994692656614285,5.655419793033155e-05,0.05732471515915647,0.9620758483033932,0.07174251022736988,4.186942619827441e-05,0.0697971489131453,0.5988023952095808,pca_trans
tss,2273.3927196802,23648.241473254886,2348.147148738086,0.2874251497005988,1649.8614224181786,12271.641040058319,1727.0664162127764,0.21357285429141717,pca_trans
hubers,5.8902997122995275,0.02115959375151084,3.515418121947143,1.0,8.679845906902477,0.029895102379716022,6.153659589798563,1.0,min_max
norm,0.06667941710985718,2.489104191506648e-05,0.06871237357130029,0.313373253493014,0.07170789266487364,1.5520104426775018e-05,0.07232329930931485,0.4231536926147705,min_max
tss,5411.836489213622,49138.68699779807,2550.0353497097003,1.0,4422.048226495568,45224.84639365422,1879.2220991055979,1.0,min_max
hubers,4.076570089797479,0.01931609025892908,3.515418121947143,0.9900199600798403,6.073716175830463,0.009926458778095486,6.153659589798563,0.2654690618762475,random_order
norm,0.06750031436125278,4.507193826952732e-05,0.06871237357130029,0.39520958083832336,0.07418846994628746,2.917148556816656e-05,0.07232329930931485,0.6327345309381237,random_order
tss,2770.379120911843,6924.440571101131,2550.0353497097003,1.0,2307.7242034445085,7650.035560436762,1879.2220991055979,1.0,random_order
hubers,4.194194610381017,0.03330426768089376,3.515418121947143,0.998003992015968,6.0911035371191895,0.04045325088029572,6.153659589798563,0.3772455089820359,pca_trans
norm,0.07209001492601215,6.701450003081908e-05,0.06871237357130029,0.6666666666666666,0.071535023875674,4.050473500056201e-05,0.07232329930931485,0.4550898203592814,pca_trans
tss,2448.177620940776,20955.430191643776,2550.0353497097003,0.24750499001996007,1842.035558594435,12632.782748744417,1879.2220991055979,0.36327345309381237,pca_trans
hubers,5.973333907655137,0.01918356879344634,4.368765948404792,1.0,8.78819696928639,0.02639989945146049,6.159515362362135,1.0,min_max
norm,0.06652014625142427,2.3106920552133973e-05,0.07731336294779576,0.023952095808383235,0.0709913705447502,1.5445952334106985e-05,0.07948287778049799,0.017964071856287425,min_max
tss,5481.233542256652,35184.17943536053,2381.0671698887763,1.0,4435.190479931045,25573.513756714798,1696.7680946204841,1.0,min_max
hubers,4.122524647025726,0.0070805053160010786,4.368765948404792,0.001996007984031936,6.082934894252543,0.0040759064296929035,6.159515362362135,0.0658682634730539,random_order
norm,0.06905239868679576,3.77150899987362e-05,0.07731336294779576,0.09780439121756487,0.07615726623777434,3.305230578426739e-05,0.07948287778049799,0.27345309381237526,random_order
tss,2734.309963704708,966.4074506879205,2381.0671698887763,1.0,2245.8020613030067,1145.5275848708136,1696.7680946204841,1.0,random_order
hubers,4.273608689047655,0.04460153939754725,4.368765948404792,0.3153692614770459,6.156231860968828,0.05586686160680985,6.159515362362135,0.48502994011976047,pca_trans
norm,0.07102209308511777,6.643114294367891e-05,0.07731336294779576,0.2155688622754491,0.06848162361606765,3.7556694199049344e-05,0.07948287778049799,0.05788423153692615,pca_trans
tss,2386.0190341335856,26480.696190841096,2381.0671698887763,0.5089820359281437,1738.8380493969573,14501.74798993756,1696.7680946204841,0.6367265469061876,pca_trans
hubers,6.108341110021218,0.022428072522289958,4.42899757255693,1.0,9.019213524295072,0.027113203391391553,6.339507123561572,1.0,min_max
norm,0.06324300204717702,2.4262429338378616e-05,0.06557198152255636,0.28542914171656686,0.06774283467446443,1.4116558120908422e-05,0.0657214640723484,0.7005988023952096,min_max
tss,5857.551672720382,45399.028919698,2581.973855683448,1.0,4801.085373275978,37411.41751009038,1868.265340790972,1.0,min_max
hubers,4.2358972567370605,0.023465668928066463,4.42899757255693,0.005988023952095809,6.330912041681132,0.01158595499698314,6.339507123561572,0.5129740518962076,random_order
norm,0.06666384195912904,4.8126565642448414e-05,0.06557198152255636,0.5449101796407185,0.073181719132476,3.336275641252927e-05,0.0657214640723484,0.908183632734531,random_order
tss,2997.165032101675,8964.050439703611,2581.973855683448,1.0,2488.3380934419306,9285.670896164935,1868.265340790972,1.0,random_order
hubers,4.388431711347892,0.04201413756167822,4.42899757255693,0.4471057884231537,6.339835628026051,0.05275698393828103,6.339507123561572,0.5049900199600799,pca_trans
norm,0.06691283040293113,5.581604893283672e-05,0.06557198152255636,0.5768463073852296,0.06667482153720992,3.497667973328292e-05,0.0657214640723484,0.5808383233532934,pca_trans
tss,2568.5746560202138,29067.328014207484,2581.973855683448,0.4550898203592814,1854.6586081030841,14667.889789037872,1868.265340790972,0.4471057884231537,pca_trans
hubers,5.486229117781466,0.01657856397302938,3.9729345190757557,1.0,8.071370077893759,0.021057441297035268,5.7722687999487095,1.0,min_max
norm,0.07385333090995207,3.661444591958882e-05,0.07462055070446119,0.45109780439121755,0.0769716887674194,1.9739096065104844e-05,0.07953963276694656,0.2634730538922156,min_max
tss,4628.535786461718,21398.77010619191,2150.3427788018853,1.0,3777.6102179035656,16289.094683868898,1565.128831880967,1.0,min_max
hubers,3.849386287338867,0.011330637415929214,3.9729345190757557,0.07984031936127745,5.718871019809915,0.009002287698089226,5.7722687999487095,0.3153692614770459,random_order
norm,0.07194994211069457,4.700067326422639e-05,0.07462055070446119,0.3213572854291417,0.07994364232729283,3.9814179583567115e-05,0.07953963276694656,0.5069860279441117,random_order
tss,2454.774372614859,6145.53183993976,2150.3427788018853,1.0,2044.4252818490434,6848.012149552475,1565.128831880967,1.0,random_order
hubers,3.9428911245647567,0.03053398356893778,3.9729345190757557,0.4351297405189621,5.72032114246918,0.039843816439579745,5.7722687999487095,0.3652694610778443,pca_trans
norm,0.07484000302331546,7.621304501038107e-05,0.07462055070446119,0.5229540918163673,0.07319732834099932,4.1992532771512116e-05,0.07953963276694656,0.16766467065868262,pca_trans
tss,2127.480367810548,20395.6066729477,2150.3427788018853,0.4111776447105788,1584.8494063997562,11158.244059573251,1565.128831880967,0.562874251497006,pca_trans
hubers,5.8042572930940395,0.02027113172986482,3.9808745084415613,1.0,8.498576303374373,0.02636514442374694,5.80911179031462,1.0,min_max
norm,0.07369622880673955,3.622867030964992e-05,0.06670045566362508,0.8842315369261478,0.07504774134747533,1.6703066855097022e-05,0.07200066867354843,0.7604790419161677,min_max
tss,5028.3756600767365,33283.71745292701,2304.6727119939915,1.0,4062.568036712907,25333.311679606108,1716.689887163888,1.0,min_max
hubers,3.8570312363774724,0.011278515691113612,3.9808745084415613,0.02594810379241517,5.731748615906648,0.00808423095824827,5.80911179031462,0.24151696606786427,random_order
norm,0.06968822985576625,4.56365842444207e-05,0.06670045566362508,0.6586826347305389,0.07711586261158868,3.7884268367829646e-05,0.07200066867354843,0.782435129740519,random_order
tss,2468.560081702884,5667.835957808344,2304.6727119939915,0.9940119760479041,2059.2627940272423,6269.143842852987,1716.689887163888,1.0,random_order
hubers,3.9532277731239733,0.02872861778757614,3.9808745084415613,0.4550898203592814,5.786220374713692,0.03557756878486195,5.80911179031462,0.44510978043912175,pca_trans
norm,0.07261829030338054,5.783892420200036e-05,0.06670045566362508,0.7764471057884231,0.0754668964571583,4.664448206261907e-05,0.07200066867354843,0.6846307385229541,pca_trans
tss,2245.79592557597,19340.141719040446,2304.6727119939915,0.3213572854291417,1667.9219860814133,11810.106721681701,1716.689887163888,0.3213572854291417,pca_trans
hubers,6.117206414478018,0.02391861065884928,3.9247286162281134,1.0,8.946915576794796,0.030408647459214934,5.842365226571969,1.0,min_max
norm,0.0708847067236656,3.440263261568925e-05,0.059816120892344005,0.9780439121756487,0.0706652190577137,1.3154984243899607e-05,0.06599379688747353,0.9121756487025948,min_max
tss,5556.712105556895,38406.32809234476,2326.697470014872,1.0,4505.6179808743655,25563.593006306804,1668.0891716548235,1.0,min_max
hubers,3.943500469678079,0.010953827470742635,3.9247286162281134,0.7245508982035929,5.859028806615739,0.003895682624057136,5.842365226571969,0.6506986027944112,random_order
norm,0.06553009548051346,3.438518778253292e-05,0.059816120892344005,0.8403193612774451,0.07303981792012124,3.2201555612851956e-05,0.06599379688747353,0.906187624750499,random_order
tss,2568.8845418646883,730.8470555949721,2326.697470014872,1.0,2116.7994442878457,987.3402334455915,1668.0891716548235,1.0,random_order
hubers,4.0747753679685585,0.0329196338308272,3.9247286162281134,0.8263473053892215,5.90470041884893,0.04244744668263076,5.842365226571969,0.626746506986028,pca_trans
norm,0.07075969368202266,5.8446495577421625e-05,0.059816120892344005,0.936127744510978,0.0713277121919086,3.800422680540291e-05,0.06599379688747353,0.7904191616766467,pca_trans
tss,2258.880126839674,22385.96304284637,2326.697470014872,0.3393213572854291,1636.3040973973632,11795.664694361307,1668.0891716548235,0.37524950099800397,pca_trans
hubers,5.525553555560249,0.018299768923980952,3.4350165519720015,1.0,8.098364512644434,0.023666994068039158,5.22762092162857,1.0,min_max
norm,0.07679841122425668,3.332800073918903e-05,0.07667156111520897,0.48902195608782434,0.07999295750945254,1.7182829397223673e-05,0.07636349677851534,0.8143712574850299,min_max
tss,4518.42496283841,23391.2234675555,1828.9621147388457,1.0,3578.5057174172075,13518.424980035987,1334.149306591353,1.0,min_max
hubers,3.5282808618411163,0.010349268415465327,3.4350165519720015,0.8502994011976048,5.24548224733863,0.006893426824241186,5.22762092162857,0.5748502994011976,random_order
norm,0.07332015960330236,5.2851674648936e-05,0.07667156111520897,0.3013972055888224,0.08162916664865531,3.915915855024755e-05,0.07636349677851534,0.8023952095808383,random_order
tss,2078.7519353920648,4001.5321611046916,1828.9621147388457,1.0,1734.1904512968729,4464.951467640109,1334.149306591353,1.0,random_order
hubers,3.6235146855055578,0.02765970103567186,3.4350165519720015,0.874251497005988,5.2783669010704815,0.03718591732142593,5.22762092162857,0.5868263473053892,pca_trans
norm,0.07632061884018898,7.617341467166597e-05,0.07667156111520897,0.47105788423153694,0.07927420825271611,4.6182519158364315e-05,0.07636349677851534,0.6586826347305389,pca_trans
tss,1826.7707671585367,16187.034115578012,1828.9621147388457,0.4471057884231537,1315.4152916574133,8123.093569913353,1334.149306591353,0.39520958083832336,pca_trans
hubers,6.008220500305477,0.022909767301467907,4.107421583752825,1.0,8.825676069235493,0.028438530383565832,6.001513653926221,1.0,min_max
norm,0.06916375879001667,3.11920979995206e-05,0.06307155027337566,0.8762475049900199,0.07084447973524266,1.5013373305190034e-05,0.06851418647069754,0.720558882235529,min_max
tss,5481.463025583268,33455.49885847891,2339.254374950698,1.0,4466.463458590129,24283.38981462925,1709.9944773519276,1.0,min_max
hubers,4.004853959807324,0.011151730787847857,4.107421583752825,0.0998003992015968,5.941900560638522,0.006751157018466367,6.001513653926221,0.15169660678642716,random_order
norm,0.06535282874826856,4.280610630145941e-05,0.06307155027337566,0.6087824351297405,0.07280825352894721,3.2648616898316694e-05,0.06851418647069754,0.7684630738522954,random_order
tss,2640.546173261535,3857.7206215292913,2339.254374950698,1.0,2182.1123595794356,4256.535709992713,1709.9944773519276,1.0,random_order
hubers,4.148885762794258,0.04494366675914949,4.107421583752825,0.5888223552894212,5.995041305775451,0.050725423406552894,6.001513653926221,0.49700598802395207,pca_trans
norm,0.07322895930054675,6.931195729178721e-05,0.06307155027337566,0.8922155688622755,0.06963507901975774,4.04497405088166e-05,0.06851418647069754,0.5828343313373253,pca_trans
tss,2268.276191973887,22787.023674756703,2339.254374950698,0.3413173652694611,1673.2997262461508,12716.499041486119,1709.9944773519276,0.35528942115768464,pca_trans
hubers,6.145954087451473,0.022636198755401783,4.122648831387877,1.0,9.080454471570075,0.02893887144899508,6.014415743276894,1.0,min_max
norm,0.06490851396012977,2.2595044526096033e-05,0.054324989617354616,0.9940119760479041,0.06930626137882287,1.3254172928308116e-05,0.0633471390179782,0.9441117764471058,min_max
tss,5986.838288868522,43753.26550382427,2559.1323192232376,1.0,4962.33660565589,36589.78231503867,1977.9132334125693,1.0,min_max
hubers,4.107469727519747,0.01410340203994367,4.122648831387877,0.6187624750499002,6.119532554601927,0.004746612097203042,6.014415743276894,0.9261477045908184,random_order
norm,0.06572849439088321,3.920622470807265e-05,0.054324989617354616,0.9780439121756487,0.07312421298015383,3.1894616867291416e-05,0.0633471390179782,0.9580838323353293,random_order
tss,2848.615697778878,915.6507742722373,2559.1323192232376,1.0,2402.9234170258214,1314.5930981890615,1977.9132334125693,1.0,random_order
hubers,4.132244499962852,0.03457721773395877,4.122648831387877,0.562874251497006,6.058361822713501,0.03997982778868495,6.014415743276894,0.5988023952095808,pca_trans
norm,0.07074872556146951,7.673350119080045e-05,0.054324989617354616,0.9860279441117764,0.07246621982880834,4.983303932286675e-05,0.0633471390179782,0.9161676646706587,pca_trans
tss,2489.6040706736876,22926.81715064328,2559.1323192232376,0.313373253493014,1889.6513433828638,12898.251897521146,1977.9132334125693,0.20758483033932135,pca_trans
hubers,6.0645103433766545,0.01838472474311054,4.34147707153545,1.0,8.941407974609504,0.024845536483167247,6.254745654882896,1.0,min_max
norm,0.06365103438660734,2.2716731864857933e-05,0.07913063423898913,0.001996007984031936,0.06872839517620642,1.4583041655247622e-05,0.07616142459192747,0.02594810379241517,min_max
tss,5731.1334938346,33649.8360669715,2546.3394764615086,1.0,4668.7810307931195,26273.35883874087,1947.4565617927592,1.0,min_max
hubers,4.091735020717318,0.008002536927670825,4.34147707153545,0.001996007984031936,6.049434065287608,0.004432847381152508,6.254745654882896,0.003992015968063872,random_order
norm,0.06982844237070691,3.725591102548241e-05,0.07913063423898913,0.06187624750499002,0.07611672627199494,3.4128373720891645e-05,0.07616142459192747,0.49101796407185627,random_order
tss,2688.959772873815,1815.0842540577046,2546.3394764615086,1.0,2204.278775776524,2102.0562286173235,1947.4565617927592,1.0,random_order
hubers,4.239174835732154,0.03515064742700818,4.34147707153545,0.2874251497005988,6.178664313102776,0.0431880593730402,6.254745654882896,0.35728542914171657,pca_trans
norm,0.069953482815995,5.974528251853829e-05,0.07913063423898913,0.1317365269461078,0.0708087099416987,3.945078250674315e-05,0.07616142459192747,0.20159680638722555,pca_trans
tss,2551.2119667563206,24725.56454773985,2546.3394764615086,0.500998003992016,1923.1446308267782,15590.483892036367,1947.4565617927592,0.4311377245508982,pca_trans
hubers,6.363745734795595,0.02407601618120474,4.358477442889574,1.0,9.36395798206857,0.029989733282333605,6.318618208877232,1.0,min_max
norm,0.06256330936082881,2.2890103716453922e-05,0.06042897934279834,0.6487025948103793,0.06631868859758466,1.533590454469521e-05,0.06019094168593419,0.9481037924151696,min_max
tss,6257.401631219629,44708.07009444373,2505.331280650521,1.0,5101.812217811691,35920.4077508327,1777.5703453724282,1.0,min_max
hubers,4.238934277862664,0.014739213743539377,4.358477442889574,0.1377245508982036,6.271424077790093,0.01184004682371123,6.318618208877232,0.36726546906187624,random_order
norm,0.07072986242266208,3.535465966887474e-05,0.06042897934279834,0.9720558882235529,0.07306315299165986,2.934096798458654e-05,0.06019094168593419,0.9960079840319361,random_order
tss,2905.4191474160984,9737.441254372883,2505.331280650521,1.0,2430.93731776717,10444.08588818336,1777.5703453724282,1.0,random_order
hubers,4.386509103617126,0.04451833457404337,4.358477442889574,0.5948103792415169,6.296127074211796,0.05296494773684923,6.318618208877232,0.44510978043912175,pca_trans
norm,0.06901033046963896,5.9193170767201094e-05,0.06042897934279834,0.8762475049900199,0.06623174524884717,3.510519245166129e-05,0.06019094168593419,0.8782435129740519,pca_trans
tss,2438.078775340182,27454.4673243462,2505.331280650521,0.32934131736526945,1735.2976140547448,14135.494968774665,1777.5703453724282,0.34530938123752497,pca_trans
hubers,6.94847345288759,0.03003228905457064,4.5575937775414195,1.0,10.151877117694399,0.03853548833800045,6.631074890336854,1.0,min_max
norm,0.06356206790666197,2.3664542590126613e-05,0.060591763783848285,0.7325349301397206,0.06263664033982823,1.1890128859669547e-05,0.06140902509184899,0.6307385229540918,min_max
tss,7142.325283748324,54805.41790534237,2917.204614187673,1.0,5810.064378347484,39997.1470259345,2145.5842192398577,1.0,min_max
hubers,4.3966370853485675,0.01763636644879178,4.5575937775414195,0.02594810379241517,6.552284834304603,0.006053391919933875,6.631074890336854,0.09181636726546906,random_order
